Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
HYMIQL03,Wivenhoe Hydro,QLD,4.7,4306,Hydro,6/11/2002,Unsuspended,0,n/a
SRPVNS70,Chillamurra Solar NSW,NSW,4.77,2409,Solar,31/05/2017,Unsuspended,0,n/a
HYMINS08,Oaky Hydro,NSW,4.8,2350,Hydro,4/01/2002,Suspended,12587,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00NS03,Crookwell Wind Farm,NSW,4.8,2583,Wind,1/04/2001,Unsuspended,0,n/a
SRPVNSR7,Schwartz Family Solar Farm Solar PV NSW,NSW,4.94,2325,Solar,14/04/2020,Unsuspended,0,n/a
HYMINS02,Brown Mountain Power Station,NSW,4.95,2550,Hydro,1/04/2001,Unsuspended,10636,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVQLT2,QIC Logan - SOLAR - QLD,QLD,4.9526,4128,Solar,29/10/2021,Unsuspended,0,n/a
SRPVQL52,Normanton Solar Farm - Solar - Qld,QLD,4.96,4890,Solar,15/11/2017,Unsuspended,0,n/a
BEBGWA06,Tamala Park,WA,5,6056,Biomass,1/12/2003,Unsuspended,0,n/a
BEBMQL20,Bingera Sugar Mill,QLD,5,4670,Biomass,1/07/2002,Unsuspended,10880,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00WA17,Sumich Wind Farm - WA,WA,5,6044,Wind,19/04/2012,Unsuspended,0,n/a
WD00WA18,Karakin Wind Farm - WA,WA,5,6044,Wind,10/05/2012,Unsuspended,0,n/a
SRPVNSN4,Summerhill Solar Farm - Solar - NSW,NSW,5.011,2287,Solar,21/11/2019,Unsuspended,0,n/a
BEBGNS06,Eastern Creek LFG Power Plant,NSW,5.04,2766,Biomass,15/05/2002,Unsuspended,0,n/a
SRPVQL20,Brisbane Markets - Solar - QLD,QLD,5.1042,4106,Solar,3/09/2015,Unsuspended,0,n/a
BEBGVC02,Berwick LFG Power Plant,VIC,5.18,3804,Biomass,1/04/2001,Unsuspended,20446,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVSAQ8,Murray Bridge 1 - Solar - SA,SA,5.3071,5254,Solar,1/09/2022,Unsuspended,0,
SRPVSAL8,Redmud Green Energy 95 - Solar - SA,SA,5.3366,5341,Solar,24/08/2021,Unsuspended,0,n/a
HYMINS01,Pindari Hydro-Electric Power Station,NSW,5.4,2361,Hydro,27/06/2001,Unsuspended,0,n/a
SRPVQLQ3,Robina Town Centre - Solar - QLD,QLD,5.4027,4226,Solar,6/01/2021,Unsuspended,0,n/a
SRPVQL58,Dunblane Solar A QLD,QLD,5.449,4725,Solar,6/12/2017,Unsuspended,0,n/a
SRPVQL59,Dunblane Solar B QLD,QLD,5.449,4725,Solar,6/12/2017,Unsuspended,0,n/a
HYMINS05,Glenbawn,NSW,5.5,2337,Hydro,22/08/2001,Unsuspended,11968,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVSA47,Peterborough Solar Farm - SA,SA,5.633,5422,Solar,12/04/2018,Unsuspended,0,n/a
SRPVQLC0,BACB1 - Brisbane Airport - Solar - QLD,QLD,5.7254,4008,Solar,4/12/2018,Unsuspended,0,n/a
BEBGVC07,Wyndham Landfill,VIC,5.794,3030,Biomass,4/06/2002,Unsuspended,0,n/a
SRPVSAD1,Mobilong Solar Farm - Solar - SA,SA,5.8071,5253,Solar,6/07/2019,Unsuspended,0,n/a
SRPVSAA1,"VICINITY Elizabeth Way, Elizabeth - Solar - SA",SA,5.858,5112,Solar,4/02/2019,Unsuspended,0,n/a
SRPVSAG2,Bungama 2 - Solar - SA,SA,5.8608,5540,Solar,23/01/2020,Unsuspended,0,n/a
SRPVSAG3,Kadina 1 - Solar - SA,SA,5.8608,5554,Solar,23/01/2020,Unsuspended,0,n/a
SRPVSAM2,Morgan to Whyalla Pump Station 4 (MO3354) - Solar - SA,SA,5.8733,5381,Solar,5/03/2021,Unsuspended,0,n/a
SRPVSAM5,Morgan to Whyalla Pump Station 2 (MO3350) - Solar - SA,SA,5.8733,5320,Solar,17/03/2021,Unsuspended,0,n/a
BEBGVC01,Broadmeadows LFG Power Plant,VIC,5.905,3047,Biomass,1/04/2001,Unsuspended,24601,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVSAM3,Coonalpyn SF - Solar - SA,SA,5.9092,5265,Solar,12/03/2021,Unsuspended,0,n/a
SRPVSAM7,South Hummocks 2 - Solar - SA,SA,5.94,5550,Solar,24/03/2021,Unsuspended,0,n/a
SRPVSAN3,South Hummocks 1 - Solar - SA,SA,5.94,5550,Solar,19/04/2021,Unsuspended,0,n/a
SRPVSA59,Whyalla Solar Farm 1 - SA,SA,5.9616,5601,Solar,4/06/2018,Unsuspended,0,n/a
SRPVVCC6,Numurkah Solar Farm - VIC,VIC,5.98,3636,Solar,14/08/2018,Unsuspended,0,n/a
BEBMQL23,Babinda Sugar Mill,QLD,6,4861,Biomass,4/07/2001,Suspended,12899,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMWA01,CJ Ord River Power Plant,WA,6,6743,Biomass,15/04/2002,Suspended,8760,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HYMINS07,Nymboida Hydro,NSW,6,2460,Hydro,4/01/2002,Suspended,24301,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HYMITA10,Midlands Mini Hydro - TAS,TAS,6.078,7209,Hydro,16/05/2014,Unsuspended,0,n/a
SRPVSAB8,Pirie Solar Farm - Solar - SA,SA,6.093,5540,Solar,18/04/2019,Unsuspended,0,n/a
SRPVWAC0,Nova Nickel Solar WA,WA,6.0967,6443,Solar,6/07/2020,Unsuspended,0,n/a
SRPVSAN2,Kadina 2 - Solar - SA,SA,6.0984,5554,Solar,19/04/2021,Unsuspended,0,n/a
SRPVSAM4,Morgan to Whyalla Pump Station 1 and Water Filtration Plant Reserve (MO3348) - Solar - SA,SA,6.1286,5320,Solar,17/03/2021,Unsuspended,0,n/a
WD00VC21,Chepstowe Wind Farm - VIC,VIC,6.15,3351,Wind,23/03/2015,Unsuspended,0,n/a
BEBMQL26,Mourilyan Sugar Mill,QLD,6.25,4858,Biomass,21/05/2003,Suspended,10013,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVSAM9,Swan Reach Pump Station 1 (SW3358) - Solar - SA,SA,6.308,5354,Solar,8/04/2021,Unsuspended,0,n/a
HYMINS06,Illawarra Water Filtration Plant,NSW,6.5,2526,Hydro,11/12/2001,Unsuspended,22555,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WCMGNS02,West VAMP Power Station - WCMG - NSW,NSW,6.5,2560,Waste coal mine gas,1/07/2012,Suspended,0,n/a
SRPVNSS5,AMP Capital - Peak Hill - Solar - NSW,NSW,6.6394,2869,Solar,3/05/2021,Unsuspended,0,n/a
SRPVNSS6,AMP Capital - Trundle - Solar - NSW,NSW,6.72,2875,Solar,21/09/2020,Unsuspended,0,n/a
BEBGNS13,Eastern Creek 2 LFG - NSW,NSW,6.738,2766,Biomass,5/03/2008,Unsuspended,0,n/a
SRPVSAE9,Mannum Solar Farm - Solar - SA,SA,6.8607,5238,Solar,14/10/2019,Unsuspended,0,n/a
WD00VC27,Maroona Wind Farm - Vic,VIC,6.9,3377,Wind,10/01/2018,Unsuspended,0,n/a
HYMIQL01,Koombooloomba,QLD,7,4888,Hydro,1/04/2001,Unsuspended,0,n/a
HYMINS04,Keepit Power Station,NSW,7.2,2340,Hydro,1/04/2001,Unsuspended,11189,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC30,Timboon West Wind Farm - VIC,VIC,7.2,3268,Wind,18/10/2018,Unsuspended,0,n/a
WD00VC31,Yawong Wind Farm - VIC,VIC,7.2,3478,Wind,22/11/2018,Unsuspended,0,n/a
WCMGNS01,Tahmoor Power Plant - WCMG - NSW,NSW,7.26,2573,Waste coal mine gas,1/07/2012,Unsuspended,0,n/a
SRPVNSW5,Leeton SF - Solar - NSW,NSW,7.261,2705,Solar,17/05/2021,Unsuspended,0,n/a
SRPVNSW4,Fivebough SF - Solar - NSW,NSW,7.261,2705,Solar,17/05/2021,Unsuspended,0,n/a
SRPVSAL6,Morgan to Whyalla Pump Station 3 (MO3352) - Solar - SA,SA,7.371,5381,Solar,1/03/2021,Unsuspended,0,n/a
HYMIVC10,Thomson Hydro Power Station - VIC,VIC,7.45,3825,Hydro,15/07/2013,Unsuspended,0,n/a
BEBGNS12,Woodlawn Bioreactor LFG - NSW,NSW,7.465,2580,Biomass,7/02/2008,Unsuspended,0,n/a
BEBMQL11,Maryborough Sugar Factory,QLD,7.5,4650,Biomass,5/06/2001,Unsuspended,6778,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPXVC53,Pine Lodge Solar Project - Solar - VIC,VIC,7.7056,3631,Solar,5/11/2021,Unsuspended,0,
BEBGQL12,Rochedale LFG,QLD,7.713,4123,Biomass,29/10/2004,Unsuspended,0,n/a
SRPVWAA6,Granny Smith Mine 1 - Solar - WA,WA,7.7184,6440,Solar,29/11/2019,Unsuspended,0,n/a
SRPVVCK6,Deakin University Renewable Energy Microgrid - Solar - VIC,VIC,7.8012,3216,Solar,13/06/2019,Unsuspended,0,n/a
BEBGVC11,Wollert-Landfill Gas (LFG)-VIC,VIC,7.861,3750,Biomass,15/05/2006,Unsuspended,0,n/a
BEBMQL10,Macknade Mill,QLD,8,4850,Biomass,13/06/2001,Unsuspended,19468,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMSA01,Mt Gambier,SA,8,5290,Biomass,1/01/2005,Suspended,17281,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC44,Ferguson South Wind Farm - VIC,VIC,8,3268,Wind,1/04/2021,Unsuspended,0,n/a
WD00VC45,Diapur Wind Farm - VIC,VIC,8,3418,Wind,14/10/2021,Unsuspended,0,
BEBGSA04,Wingfield I & II LFG Power Plant,SA,8.16,5013,Biomass,1/04/2001,Unsuspended,21437,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPXVC02,Stanhope Solar Project No. 3 - Solar - VIC,VIC,8.1827,3623,Solar,22/12/2020,Unsuspended,0,n/a
SRPXVC55,Stanhope 5 Solar Project - Solar - VIC,VIC,8.2134,3623,Solar,4/11/2021,Unsuspended,0,n/a
SRPXVC56,Bamawm Solar Project - Solar - VIC,VIC,8.2134,3561,Solar,5/11/2021,Unsuspended,0,n/a
SRPXVC54,Tatura Solar Project - Solar - VIC,VIC,8.2134,3616,Solar,6/11/2021,Unsuspended,0,
SRPVVCZ8,Wunghnu Solar Project - Solar - VIC,VIC,8.2574,3635,Solar,14/12/2020,Unsuspended,0,n/a
SRPXVC57,Yarroweyah Solar Project - Solar - VIC,VIC,8.2574,3644,Solar,6/11/2021,Unsuspended,0,n/a
SRPXVC03,Stanhope Solar Project No. 4 - Solar - VIC,VIC,8.2611,3623,Solar,22/01/2021,Unsuspended,0,n/a
SRPXVC10,Numurkah Solar Project No. 2 - Solar - VIC,VIC,8.2746,3636,Solar,8/02/2021,Unsuspended,0,n/a
SRPVVCY7,Girgarre Solar Project No. 2 - Solar - VIC,VIC,8.2869,3624,Solar,4/12/2020,Unsuspended,0,n/a
SRPVVCP1,Girgarre Solar Project - Solar - VIC,VIC,8.2992,3624,Solar,25/11/2019,Unsuspended,0,n/a
SRPVVCP2,Stanhope Solar Project - Solar - VIC,VIC,8.2992,3623,Solar,25/11/2019,Unsuspended,0,n/a
SRPVVCP9,Echuca Solar Project - Solar - VIC,VIC,8.2992,3564,Solar,12/12/2019,Unsuspended,0,n/a
SRPVVCY8,Stanhope Solar Project No. 2 - Solar - VIC,VIC,8.3241,3623,Solar,2/12/2020,Unsuspended,0,n/a
SRPVVCV5,Numurkah Solar Project - Solar - VIC,VIC,8.3851,3636,Solar,18/06/2020,Unsuspended,0,n/a
SRPVVCV6,Katamatite Solar Project - Solar - VIC,VIC,8.3851,3649,Solar,29/06/2020,Unsuspended,0,n/a
HYMITA02,Lake Margaret,TAS,8.4,7321,Hydro,1/04/2001,Suspended,45888,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HYMITA06,Lake Margaret - Upper Mini Hydro - TAS,TAS,8.4,7321,Hydro,20/01/2010,Unsuspended,0,n/a
SRPVNT68,Jabiru Solar Project - Solar - NT,NT,8.4496,886,Solar,1/02/2022,Unsuspended,0,
SRPXNSB1,Latitude Solar Farm - PV Solar + Battery Storage - NSW,NSW,8.8084,2409,Solar,13/10/2022,Unsuspended,0,
BEBGVC10,Transpacific LFG - Truganina VIC,VIC,8.92,3023,Biomass,2/02/2006,Unsuspended,0,n/a
SRPVSAG6,Baroota 4.99MVA Solar Farm - SA,SA,8.932,5495,Solar,13/01/2020,Unsuspended,0,n/a
BEBGVC12,Hampton Park - LFG - VIC,VIC,8.984,3976,Biomass,9/02/2007,Unsuspended,0,n/a
SRPVNSK1,KANOWNA SOLAR NSW,NSW,8.9856,2400,Solar,1/08/2019,Unsuspended,0,n/a
BEBMQL08,Kalamia Mill,QLD,9,4807,Biomass,31/05/2001,Unsuspended,24987,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL19,Mossman Mill,QLD,9,4873,Biomass,13/06/2002,Unsuspended,12537,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRWDSA01,Coober Pedy  - Wind  - Solar - SA,SA,9,5723,Wind,28/02/2017,Unsuspended,0,"Wind is the primary fuel source. The total capacity is comprised of: 4.1 MW wind, 1 MW solar and 3.9 MW diesel. "
BEBGVC19,Eastern Treatment Plant - Thomson Road - SG - VIC,VIC,9.31,3175,Biomass,6/02/2012,Unsuspended,13805,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HYMIVC05,Yarrawonga Power Station,VIC,9.45,3730,Hydro,4/10/2001,Unsuspended,48990,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVVCW0,Robinvale Solar - Solar Energy - VIC,VIC,9.4696,3549,Solar,23/06/2020,Unsuspended,0,n/a
WD00WA21,Beros Road Wind Farm - WA,WA,9.5,6518,Wind,26/07/2019,Unsuspended,0,n/a
BEBGSA05,Bolivar Waste Water Treatment Plant - SA,SA,9.9,5110,Biomass,8/07/2015,Unsuspended,4722,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00NS02,Blayney Wind Farm,NSW,9.9,2799,Wind,1/04/2001,Unsuspended,0,n/a
BEBGVC05,Werribee,VIC,9.934,3030,Biomass,3/04/2001,Unsuspended,4950,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL22,Millaquin Sugar Mill,QLD,10,4670,Biomass,20/05/2002,Unsuspended,12489,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL04,Pleystowe Mill,QLD,10.1,4740,Biomass,1/04/2001,Suspended,24316,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVNSS1,Borg Oberon Solar - NSW,NSW,10.1033,2787,Solar,9/07/2020,Unsuspended,0,n/a
BEBMQL25,Mulgrave Mill,QLD,10.25,4865,Biomass,10/06/2003,Unsuspended,19218,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00TA21,Rowallan,TAS,10.45,7306,Hydro,1/04/2001,Unsuspended,34407,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVWA22,DeGrussa Solar - WA,WA,10.56,6642,Solar,9/04/2016,Unsuspended,0,n/a
SRPVNSA5,Narromine Solar Farm - NSW,NSW,10.8864,2821,Solar,30/04/2018,Unsuspended,0,n/a
BEBGQL15,Ti Tree LFG Willowbank - QLD,QLD,11,4306,Biomass,24/07/2008,Unsuspended,0,n/a
SRPVAC15,Williamsdale Solar Farm ACT,ACT,11.1375,2901,Solar,19/12/2016,Unsuspended,0,n/a
SRPVWA80,Northam Solar Farm - SOLAR - WA,WA,11.424,6401,Solar,27/02/2019,Unsuspended,0,n/a
BEBMQL03,Farleigh Mill,QLD,11.5,4740,Biomass,1/04/2001,Unsuspended,20998,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WCMGNS04,Glennies Creek Power Plant - WCMG - NSW,NSW,11.69,2330,Waste coal mine gas,1/07/2012,Unsuspended,0,n/a
WD00QL01,Windy Hill,QLD,12,4888,Wind,1/04/2001,Unsuspended,0,n/a
WD00VC06,Wonthaggi Wind Farm,VIC,12,3995,Wind,14/11/2005,Unsuspended,0,n/a
SRPVVCZ6,APAM Oakland Junction - Solar - VIC,VIC,12.2194,3428,Solar,3/12/2020,Unsuspended,0,n/a
BEBMQL12,Inkerman Mill,QLD,12.4,4806,Biomass,8/06/2001,Unsuspended,28377,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVNT67,Manton Dam Solar Power Station - Solar - NT,NT,12.5048,0822,Solar,20/08/2021,Unsuspended,0,n/a
SRPVNT66,Batchelor Solar Power Station - Solar - NT,NT,12.5089,0845,Solar,20/08/2021,Unsuspended,0,n/a
SRPVNT69,Batchelor Pell - Solar - NT,NT,12.5383,845,Solar,11/03/2022,Unsuspended,0,
HY00VC07,Banimboola Hydro,VIC,12.85,3701,Hydro,23/11/2005,Unsuspended,0,n/a
SRPVAC14,Mugga Lane Solar Park - ACT,ACT,12.85,2904,Solar,8/12/2016,Unsuspended,0,n/a
SRPVSAQ1,Murray Bridge - Onkaparinga Pipeline Pump 2 (MU3322) - Solar - SA,SA,13.0234,5254,Solar,1/06/2022,Unsuspended,0,
SRPVQL49,Lakeland Solar & Storage - QLD,QLD,13.0536,4871,Solar,4/11/2017,Unsuspended,0,n/a
SRWDWA02,Shark Lake - Wind Solar - WA,WA,13.0541,6450,Wind,17/06/2022,Unsuspended,0,
HY00VC02,Rubicon System,VIC,13.55,3000,Hydro,1/04/2001,Unsuspended,65854,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVWAF0,Gruyere Power Station - Solar Farm - WA,WA,13.6203,6440,Solar,6/04/2022,Unsuspended,0,
WD00WA16,Grasmere Wind Farm - WA,WA,13.8,6330,Wind,6/03/2012,Unsuspended,0,n/a
HY00NS13,Jounama Hydro - NSW,NSW,14.4,2720,Hydro,21/12/2009,Unsuspended,0,n/a
HY00TA08,Butlers Gorge,TAS,14.4,7030,Hydro,1/04/2001,Unsuspended,59015,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMQL14,Plane Creek Mill,QLD,14.8,4737,Biomass,8/06/2001,Unsuspended,19669,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVQL41,Sunshine Coast Solar Farm - QLD,QLD,15,4561,Solar,19/07/2017,Unsuspended,0,n/a
BEBGVC04,Springvale & Clayton LFG Power Plant,VIC,16.23,3172,Biomass,1/04/2001,Unsuspended,79777,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVSAO6,Mannum Adelaide Pumping Station No 2 (MAPL2) - Solar - SA,SA,16.8538,5237,Solar,28/09/2021,Unsuspended,0,n/a
HY00TA11,Cluny,TAS,17,7140,Hydro,1/04/2001,Unsuspended,83851,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVQL68,Longreach Solar Farm QLD,QLD,17.3437,4730,Solar,18/03/2018,Unsuspended,0,n/a
SRPVNSB0,South Keswick Solar Farm - NSW - Solar,NSW,17.9712,2830,Solar,5/05/2018,Unsuspended,0,n/a
BEBMQL07,Marian Mill,QLD,18,4753,Biomass,3/04/2001,Unsuspended,25337,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00NS02,Wyangala,NSW,18,2808,Hydro,1/04/2001,Unsuspended,61980,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WDOOVC01,Codrington Wind Farm,VIC,18.2,3285,Wind,24/05/2001,Unsuspended,0,n/a
BEBMQL06,Proserpine Sugar Mill,QLD,19,4800,Biomass,24/10/2001,Unsuspended,22961,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00NS12,Burrendong,NSW,19,2820,Hydro,22/08/2001,Unsuspended,40880,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVVCA3,Swan Hill solar farm Victoria,VIC,19.2827,3585,Solar,22/05/2018,Unsuspended,0,n/a
BEBMQL16,South Johnstone Sugar Mill,QLD,19.3,4859,Biomass,22/06/2001,Unsuspended,16604,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC15,Mortons Lane Wind Farm - VIC,VIC,19.5,3293,Wind,1/11/2012,Unsuspended,0,n/a
WD00VC23,Coonooer Bridge Wind Farm - VIC,VIC,19.8,3477,Wind,29/02/2016,Unsuspended,0,n/a
SRPVQLB2,Baking Board solar farm - QLD,QLD,19.9244,4413,Solar,3/10/2018,Unsuspended,0,n/a
HY00NS11,Copeton,NSW,20,2360,Hydro,22/08/2001,Unsuspended,35471,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVAC06,Royalla Solar Farm - ACT,ACT,20,2901,Solar,1/05/2014,Unsuspended,0,n/a
SRPVQL65,Hughenden Solar Farm - QLD,QLD,20.1617,4821,Solar,25/01/2018,Unsuspended,0,n/a
WD00VC02,Toora Wind Farm,VIC,21,3962,Wind,28/05/2002,Unsuspended,0,n/a
BEBMQL01,Tully Sugar Mill,QLD,21.4,4854,Biomass,3/05/2001,Unsuspended,15931,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00WA02,Albany,WA,21.6,6330,Wind,1/04/2001,Unsuspended,0,n/a
SRPVWA95,Agnew Wind and Solar Project - WA,WA,21.8127,6437,Solar,25/08/2019,Unsuspended,0,This is a hybrid wind and solar power station. 17.85 MW is wind capacity and 3.96 is solar.
BEBGNS01,Lucas Heights I & II LFG Power Plant,NSW,21.92,2234,Biomass,1/04/2001,Unsuspended,21770,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC19,Cape Nelson North Wind Farm - VIC,VIC,22.55,3305,Wind,10/12/2014,Unsuspended,0,n/a
BEBMQL09,Tableland Mill,QLD,24,4880,Biomass,26/04/2001,Unsuspended,0,n/a
BEBMQL17,Victoria Mill,QLD,24,4850,Biomass,25/09/2001,Unsuspended,34030,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00VC04,Clover,VIC,24,3000,Hydro,1/04/2001,Unsuspended,63334,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC18,Cape Sir William Grant Wind Farm - VIC,VIC,24.6,3305,Wind,24/09/2014,Unsuspended,0,n/a
SRPVQL36,Barcaldine Solar Farm - QLD,QLD,25,4725,Solar,20/03/2017,Unsuspended,0,n/a
HYMINS03,Burrinjuck Power Station,NSW,27.2,2582,Hydro,1/04/2001,Unsuspended,28618,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00TA15,Repulse,TAS,28,7140,Hydro,1/04/2001,Unsuspended,141351,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00TA19,Paloona,TAS,28,7306,Hydro,1/04/2001,Unsuspended,123660,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC26,Yaloak South Windfarm - VIC,VIC,28.7,3342,Wind,1/12/2017,Unsuspended,0,n/a
SRPVQLA8,Oakey 1 Solar Farm - QLD,QLD,29.694,4401,Solar,14/01/2019,Unsuspended,0,n/a
BEBMQL28,Rocky Point Sugar Mill,QLD,30,4207,Biomass,13/02/2007,Unsuspended,4270,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00WA01,Ord River Hydro Electric Power,WA,30,6743,Hydro,1/04/2001,Unsuspended,185684,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00NS05,Cullerin Range Wind Farm - NSW,NSW,30,2581,Wind,15/06/2009,Unsuspended,0,n/a
WD00VC08,Yambuk Wind Farm,VIC,30,3285,Wind,1/01/2007,Unsuspended,0,n/a
HY00TA25,Wilmot,TAS,30.6,7306,Hydro,1/04/2001,Unsuspended,122432,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00VC25,Kiata Wind Farm - VIC,VIC,31.05,3418,Wind,23/10/2017,Unsuspended,0,n/a
HY00TA14,Lake Echo,TAS,32.4,7140,Hydro,1/04/2001,Unsuspended,68363,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
BEBMNS07,Condong Sugar Mill,NSW,33,2484,Biomass,26/04/2002,Unsuspended,8428,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00SA01,Starfish Hill Wind Farm,SA,33,5162,Wind,3/01/2003,Unsuspended,0,n/a
SRPVNT61,Katherine Solar Power Station - Solar - NT,NT,33.7212,850,Solar,21/12/2020,Unsuspended,0,n/a
SRPVQLO1,Middlemount Solar Farm - Solar - QLD,QLD,33.7938,4746,Solar,21/07/2020,Unsuspended,0,n/a
BEBMQL02,Isis Central Sugar Mill,QLD,34.2,4660,Biomass,17/04/2001,Unsuspended,12771,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
SRPVVCT7,Cohuna Solar Farm - VIC,VIC,34.2418,3567,Solar,15/04/2020,Unsuspended,0,n/a
SRPVQLJ5,Maryrorough - solar - QLD,QLD,34.5477,4356,Solar,26/11/2019,Unsuspended,0,n/a
SRPVNS90,Griffith Solar Farm - NSW - Solar,NSW,34.9424,2680,Solar,11/01/2018,Unsuspended,0,n/a
WCMGQL03,Oaky Creek Power Plant - WCMG - QLD,QLD,35.9,4709,Waste coal mine gas,1/07/2012,Unsuspended,0,n/a
BEBLNS01,Visy Pulp and Paper,NSW,37.2,2720,Biomass,17/09/2001,Unsuspended,0,n/a
BEBMNS06,Broadwater Mill,NSW,38,2472,Biomass,26/04/2002,Unsuspended,16180,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
HY00TA24,Wayatinah,TAS,38.3,7140,Hydro,1/04/2001,Unsuspended,243523,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.
WD00SA12,Lake Bonney Wind Farm Stage 3 - SA,SA,39,5280,Wind,28/05/2010,Unsuspended,0,n/a
SRPVNSW9,Molong Solar Farm - Solar - NSW,NSW,39.0556,2866,Solar,29/10/2020,Unsuspended,0,n/a
SRPXNS09,Junee Solar Farm - Solar PV - NSW,NSW,39.3993,2663,Solar,16/07/2021,Unsuspended,0,n/a
SRPXNS10,Wagga Wagga North Solar Farm - Solar PV - NSW,NSW,39.3993,2650,Solar,14/07/2021,Unsuspended,0,
